side	keyword	normalized_keyword	entity_id	display_name	matched_field	matched_text	match_method
target	type 2 diabetes	type 2 diabetes	ENT_00867621F421A65D77BC	Insulin resistant type 2 diabetes	aliases	Insulin resistant type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_00867621F421A65D77BC	Insulin resistant type 2 diabetes	display_name	Insulin resistant type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_00A14055E9005329F112	conversion of IGT to type 2 diabetes mellitus	aliases	conversion of IGT to type 2 diabetes mellitus	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_00A14055E9005329F112	conversion of IGT to type 2 diabetes mellitus	display_name	conversion of IGT to type 2 diabetes mellitus	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_011FFDD714F1E0401937	development of coronary heart disease with type 2 diabetes patients	aliases	development of coronary heart disease with type 2 diabetes patients	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_011FFDD714F1E0401937	development of coronary heart disease with type 2 diabetes patients	display_name	development of coronary heart disease with type 2 diabetes patients	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0128A4889355F11B2BC5	type 2 diabetes dyslipidoses	aliases	type 2 diabetes dyslipidoses	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0128A4889355F11B2BC5	type 2 diabetes dyslipidoses	display_name	type 2 diabetes dyslipidoses	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_014E9064E610E89FE7CE	Type 2 diabetes mellitus with complications	aliases	Type 2 diabetes mellitus with complications	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_014E9064E610E89FE7CE	Type 2 diabetes mellitus with complications	aliases	type 2 diabetes mellitus with complications	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_014E9064E610E89FE7CE	Type 2 diabetes mellitus with complications	display_name	Type 2 diabetes mellitus with complications	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0158494426CEA9FE83DC	subgingival plaque from type 2 diabetes mellitus patients affected by chronic periodontitis	aliases	subgingival plaque from type 2 diabetes mellitus patients affected by chronic periodontitis	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0158494426CEA9FE83DC	subgingival plaque from type 2 diabetes mellitus patients affected by chronic periodontitis	display_name	subgingival plaque from type 2 diabetes mellitus patients affected by chronic periodontitis	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0158F94321FBC7497A39	asymptomatic type 2 diabetes	aliases	asymptomatic type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0158F94321FBC7497A39	asymptomatic type 2 diabetes	display_name	asymptomatic type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_015FFDFDD59CE7F6A4D2	Youth-onset type 2 diabetes	aliases	Youth-onset type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_015FFDFDD59CE7F6A4D2	Youth-onset type 2 diabetes	aliases	youth-onset type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_015FFDFDD59CE7F6A4D2	Youth-onset type 2 diabetes	display_name	Youth-onset type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_01A05BC86CC61446BBFD	Lung cancer combined with type 2 diabetes	aliases	Lung cancer combined with type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_01A05BC86CC61446BBFD	Lung cancer combined with type 2 diabetes	display_name	Lung cancer combined with type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_01B5EC2AF629670D33C6	type 2 diabetes with early kidney disorder	aliases	type 2 diabetes with early kidney disorder	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_01B5EC2AF629670D33C6	type 2 diabetes with early kidney disorder	display_name	type 2 diabetes with early kidney disorder	normalized_substring
target	type 1 diabetes	type 1 diabetes	ENT_01CBF8E2E6A838D3D80C	maternal type 1 diabetes (T1D)	aliases	maternal type 1 diabetes (T1D)	normalized_substring
target	type 1 diabetes	type 1 diabetes	ENT_01CBF8E2E6A838D3D80C	maternal type 1 diabetes (T1D)	display_name	maternal type 1 diabetes (T1D)	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_01EC12E72ADC68D5E695	atherosclerosis and type 2 diabetes	aliases	atherosclerosis and type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_01EC12E72ADC68D5E695	atherosclerosis and type 2 diabetes	display_name	atherosclerosis and type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_01F604F54384D7A9DCD5	CAD with type 2 diabetes mellitus	aliases	CAD with type 2 diabetes mellitus	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_01F604F54384D7A9DCD5	CAD with type 2 diabetes mellitus	display_name	CAD with type 2 diabetes mellitus	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0208CD66FF01E6AE9CA5	type 2 diabetes susceptibility	aliases	type 2 diabetes susceptibility	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0208CD66FF01E6AE9CA5	type 2 diabetes susceptibility	display_name	type 2 diabetes susceptibility	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_02138A12ACDA0DDABBC5	early kidney damage of the type 2 diabetes patients	aliases	early kidney damage of the type 2 diabetes patients	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_02138A12ACDA0DDABBC5	early kidney damage of the type 2 diabetes patients	display_name	early kidney damage of the type 2 diabetes patients	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0227E6925D6C56DF1FC6	obese type 2 diabetes	aliases	obese type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0227E6925D6C56DF1FC6	obese type 2 diabetes	display_name	obese type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_029C984F5A2F63397E1E	high risk type 2 diabetes	aliases	high risk type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_029C984F5A2F63397E1E	high risk type 2 diabetes	display_name	high risk type 2 diabetes	normalized_substring
target	gestational diabetes	gestational diabetes	ENT_02AA75AE1FB464BF89E4	gestational diabetes with ketoacidosis	aliases	gestational diabetes with ketoacidosis	normalized_substring
target	gestational diabetes	gestational diabetes	ENT_02AA75AE1FB464BF89E4	gestational diabetes with ketoacidosis	display_name	gestational diabetes with ketoacidosis	normalized_substring
target	gestational diabetes	gestational diabetes	ENT_0349A7518B0A9CAAE68D	gestational diabetes mellitus group	aliases	gestational diabetes mellitus group	normalized_substring
target	gestational diabetes	gestational diabetes	ENT_0349A7518B0A9CAAE68D	gestational diabetes mellitus group	display_name	gestational diabetes mellitus group	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0367D8503655443EB228	type 2 diabetes mellitus with IR	aliases	type 2 diabetes mellitus with IR	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0367D8503655443EB228	type 2 diabetes mellitus with IR	display_name	type 2 diabetes mellitus with IR	normalized_substring
target	type 1 diabetes	type 1 diabetes	ENT_037FCBCBEE8966563D5E	pathogenesis of type 1 diabetes	aliases	pathogenesis of type 1 diabetes	normalized_substring
target	type 1 diabetes	type 1 diabetes	ENT_037FCBCBEE8966563D5E	pathogenesis of type 1 diabetes	display_name	pathogenesis of type 1 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_03FE7367096A2BD3DF59	type 2 diabetes mellitus patients complicated with AMI	aliases	type 2 diabetes mellitus patients complicated with AMI	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_03FE7367096A2BD3DF59	type 2 diabetes mellitus patients complicated with AMI	display_name	type 2 diabetes mellitus patients complicated with AMI	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_040E33C3D9F8AAA4A434	macro-vascular complications in type 2 diabetes mellitus	aliases	macro-vascular complications in type 2 diabetes mellitus	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_040E33C3D9F8AAA4A434	macro-vascular complications in type 2 diabetes mellitus	display_name	macro-vascular complications in type 2 diabetes mellitus	normalized_substring
target	gestational diabetes	gestational diabetes	ENT_040ED9F20DE5873A07E5	gestational diabetes mellitus recurrence	aliases	gestational diabetes mellitus recurrence	normalized_substring
target	gestational diabetes	gestational diabetes	ENT_040ED9F20DE5873A07E5	gestational diabetes mellitus recurrence	display_name	gestational diabetes mellitus recurrence	normalized_substring
target	type 1 diabetes	type 1 diabetes	ENT_04577A1611D9D40C56AC	Young women with type 1 diabetes	aliases	Young women with type 1 diabetes	normalized_substring
target	type 1 diabetes	type 1 diabetes	ENT_04577A1611D9D40C56AC	Young women with type 1 diabetes	aliases	young women with type 1 diabetes	normalized_substring
target	type 1 diabetes	type 1 diabetes	ENT_04577A1611D9D40C56AC	Young women with type 1 diabetes	display_name	Young women with type 1 diabetes	normalized_substring
target	type 1 diabetes	type 1 diabetes	ENT_052C869A731D6C56D291	adolescents with type 1 diabetes	aliases	Adolescents with type 1 diabetes	normalized_substring
target	type 1 diabetes	type 1 diabetes	ENT_052C869A731D6C56D291	adolescents with type 1 diabetes	aliases	adolescents with type 1 diabetes	normalized_substring
target	type 1 diabetes	type 1 diabetes	ENT_052C869A731D6C56D291	adolescents with type 1 diabetes	display_name	adolescents with type 1 diabetes	normalized_substring
target	gestational diabetes	gestational diabetes	ENT_05475D5458F73A64BEF3	treatment for gestational diabetes mellitus (GDM)	aliases	treatment for gestational diabetes mellitus (GDM)	normalized_substring
target	gestational diabetes	gestational diabetes	ENT_05475D5458F73A64BEF3	treatment for gestational diabetes mellitus (GDM)	display_name	treatment for gestational diabetes mellitus (GDM)	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_060103D7B59323992E6B	first degree relatives of type 2 diabetes	aliases	first degree relatives of type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_060103D7B59323992E6B	first degree relatives of type 2 diabetes	aliases	first-degree relatives of type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_060103D7B59323992E6B	first degree relatives of type 2 diabetes	display_name	first degree relatives of type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_060D49D702C637946F78	type-2 diabetes mellitus induced rats	aliases	type-2 diabetes mellitus induced rats	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_060D49D702C637946F78	type-2 diabetes mellitus induced rats	display_name	type-2 diabetes mellitus induced rats	normalized_substring
target	type 1 diabetes	type 1 diabetes	ENT_061609D99C265F18DA16	type 1 diabetes mellitus (DM1)	aliases	type 1 diabetes mellitus (DM1)	normalized_substring
target	type 1 diabetes	type 1 diabetes	ENT_061609D99C265F18DA16	type 1 diabetes mellitus (DM1)	display_name	type 1 diabetes mellitus (DM1)	normalized_substring
target	type 1 diabetes	type 1 diabetes	ENT_062BF3552ABA0E87CB00	type 1 diabetes mellitus with end-stage renal failure	aliases	type 1 diabetes mellitus with end-stage renal failure	normalized_substring
target	type 1 diabetes	type 1 diabetes	ENT_062BF3552ABA0E87CB00	type 1 diabetes mellitus with end-stage renal failure	display_name	type 1 diabetes mellitus with end-stage renal failure	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_063BB3675679E51878A9	gastric diseases complicated with type 2 diabetes	aliases	gastric diseases complicated with type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_063BB3675679E51878A9	gastric diseases complicated with type 2 diabetes	display_name	gastric diseases complicated with type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_067FD5B8F9AD596BFFE2	patients with HTN and type 2 diabetes mellitus	aliases	patients with HTN and type 2 diabetes mellitus	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_067FD5B8F9AD596BFFE2	patients with HTN and type 2 diabetes mellitus	display_name	patients with HTN and type 2 diabetes mellitus	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0699993121030278E6E2	type 2 diabetes mellitus with no complications	aliases	type 2 diabetes mellitus with no complications	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0699993121030278E6E2	type 2 diabetes mellitus with no complications	display_name	type 2 diabetes mellitus with no complications	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_06BAA09F2379B15110A9	first degree relative history of type 2 diabetes	aliases	first degree relative history of type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_06BAA09F2379B15110A9	first degree relative history of type 2 diabetes	display_name	first degree relative history of type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_06C4DE9819F9D1915175	type-2 diabetes (T2DM) and/or impaired glucose tolerance (IGT)	aliases	type-2 diabetes (T2DM) and/or impaired glucose tolerance (IGT)	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_06C4DE9819F9D1915175	type-2 diabetes (T2DM) and/or impaired glucose tolerance (IGT)	display_name	type-2 diabetes (T2DM) and/or impaired glucose tolerance (IGT)	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_06D002A624672328CD32	longer duration of type 2 diabetes	aliases	longer duration of type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_06D002A624672328CD32	longer duration of type 2 diabetes	display_name	longer duration of type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_06EC42D7BCA3B7E86C1A	elderly with type 2 diabetes mellitus	aliases	elderly with type 2 diabetes mellitus	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_06EC42D7BCA3B7E86C1A	elderly with type 2 diabetes mellitus	display_name	elderly with type 2 diabetes mellitus	normalized_substring
target	gestational diabetes	gestational diabetes	ENT_079B895A7146D0AAB2EF	pregnant women with gestational diabetes mellitus	aliases	pregnant women with gestational diabetes mellitus	normalized_substring
target	gestational diabetes	gestational diabetes	ENT_079B895A7146D0AAB2EF	pregnant women with gestational diabetes mellitus	display_name	pregnant women with gestational diabetes mellitus	normalized_substring
target	type 1 diabetes	type 1 diabetes	ENT_07EE7E03AFEFFE79EAFE	nephrosis of latr type 1 diabetes	aliases	nephrosis of latr type 1 diabetes	normalized_substring
target	type 1 diabetes	type 1 diabetes	ENT_07EE7E03AFEFFE79EAFE	nephrosis of latr type 1 diabetes	display_name	nephrosis of latr type 1 diabetes	normalized_substring
target	type 1 diabetes	type 1 diabetes	ENT_081FBFA32A7C682AB465	human type 1 diabetes	aliases	human type 1 diabetes	normalized_substring
target	type 1 diabetes	type 1 diabetes	ENT_081FBFA32A7C682AB465	human type 1 diabetes	display_name	human type 1 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_085766F2F1F997474F11	patients with type 2 diabetes in racial/ethnic minority groups and in neighborhoods with poor health outcomes	aliases	patients with type 2 diabetes in racial/ethnic minority groups and in neighborhoods with poor health outcomes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_085766F2F1F997474F11	patients with type 2 diabetes in racial/ethnic minority groups and in neighborhoods with poor health outcomes	display_name	patients with type 2 diabetes in racial/ethnic minority groups and in neighborhoods with poor health outcomes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_085E5990D8840BB5AAEC	weight loss and control of type 2 diabetes	aliases	weight loss and control of type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_085E5990D8840BB5AAEC	weight loss and control of type 2 diabetes	display_name	weight loss and control of type 2 diabetes	normalized_substring
target	gestational diabetes	gestational diabetes	ENT_08B948DE3F436C141B39	insulin resistance in gestational diabetes mellitus	aliases	insulin resistance in gestational diabetes mellitus	normalized_substring
target	gestational diabetes	gestational diabetes	ENT_08B948DE3F436C141B39	insulin resistance in gestational diabetes mellitus	display_name	insulin resistance in gestational diabetes mellitus	normalized_substring
target	type 1 diabetes	type 1 diabetes	ENT_0921640657EEE513BCDC	autoimmune process in type 1 diabetes	aliases	autoimmune process in type 1 diabetes	normalized_substring
target	type 1 diabetes	type 1 diabetes	ENT_0921640657EEE513BCDC	autoimmune process in type 1 diabetes	display_name	autoimmune process in type 1 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_092FD62C86631EB11BF0	obesity/type 2 diabetes mellitus	aliases	obesity/type 2 diabetes mellitus	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_092FD62C86631EB11BF0	obesity/type 2 diabetes mellitus	display_name	obesity/type 2 diabetes mellitus	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_09330D0599C6754339D4	type 2 diabetes mellitus, hypertension, and coronary heart disease	aliases	type 2 diabetes mellitus, hypertension, and coronary heart disease	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_09330D0599C6754339D4	type 2 diabetes mellitus, hypertension, and coronary heart disease	display_name	type 2 diabetes mellitus, hypertension, and coronary heart disease	normalized_substring
target	type 1 diabetes	type 1 diabetes	ENT_0957904924C8A3C13401	T1DM	aliases	type 1 diabetes model	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_099CBA3F85E985E37874	lower extremity arteriosclerosis obliterans of type 2 diabetes	aliases	lower extremity arteriosclerosis obliterans of type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_099CBA3F85E985E37874	lower extremity arteriosclerosis obliterans of type 2 diabetes	display_name	lower extremity arteriosclerosis obliterans of type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_09AC8014CC23C62D9C83	type 2 diabetes, metabolic syndrome, cardiovascular disease	aliases	type 2 diabetes, metabolic syndrome, cardiovascular disease	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_09AC8014CC23C62D9C83	type 2 diabetes, metabolic syndrome, cardiovascular disease	display_name	type 2 diabetes, metabolic syndrome, cardiovascular disease	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_09B3EF85D6127964B027	type 2 diabetes with hypertension	aliases	type 2 diabetes with hypertension	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_09B3EF85D6127964B027	type 2 diabetes with hypertension	display_name	type 2 diabetes with hypertension	normalized_substring
target	gestational diabetes	gestational diabetes	ENT_09EB26E7B1258D9B6DDA	Intrauterine exposure to gestational diabetes mellitus	aliases	Intrauterine exposure to gestational diabetes mellitus	normalized_substring
target	gestational diabetes	gestational diabetes	ENT_09EB26E7B1258D9B6DDA	Intrauterine exposure to gestational diabetes mellitus	display_name	Intrauterine exposure to gestational diabetes mellitus	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0A03D83B0BC2DDA4B0D1	family history of type 2 diabetes	aliases	family history of type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0A03D83B0BC2DDA4B0D1	family history of type 2 diabetes	display_name	family history of type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0A46F53356A4D11FDB4E	patients of type 2 diabetes	aliases	patients of type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0A46F53356A4D11FDB4E	patients of type 2 diabetes	display_name	patients of type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0A4A64897D5EFE664546	susceptibility to experimentally induced type 2 diabetes	aliases	susceptibility to experimentally induced type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0A4A64897D5EFE664546	susceptibility to experimentally induced type 2 diabetes	display_name	susceptibility to experimentally induced type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0A8B111BA8F67245B198	type 2 diabetes prevention knowledge scores	aliases	type 2 diabetes prevention knowledge scores	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0A8B111BA8F67245B198	type 2 diabetes prevention knowledge scores	display_name	type 2 diabetes prevention knowledge scores	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0A9A2DA0C14481EB38AB	atherosclerosis in the type 2 diabetes patients	aliases	atherosclerosis in the type 2 diabetes patients	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0A9A2DA0C14481EB38AB	atherosclerosis in the type 2 diabetes patients	display_name	atherosclerosis in the type 2 diabetes patients	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0ACAD682DFB3FE0747AD	coronary artery disease with type 2 diabetes	aliases	coronary artery disease with type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0ACAD682DFB3FE0747AD	coronary artery disease with type 2 diabetes	display_name	coronary artery disease with type 2 diabetes	normalized_substring
target	type 1 diabetes	type 1 diabetes	ENT_0BC0DCBE95CC52A55C2F	type 1 diabetes with AIThD	aliases	type 1 diabetes with AIThD	normalized_substring
target	type 1 diabetes	type 1 diabetes	ENT_0BC0DCBE95CC52A55C2F	type 1 diabetes with AIThD	display_name	type 1 diabetes with AIThD	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0C05FD3A716D183CC2DE	Hypertension and type 2 diabetes	aliases	Hypertension and type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0C05FD3A716D183CC2DE	Hypertension and type 2 diabetes	aliases	hypertension and type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0C05FD3A716D183CC2DE	Hypertension and type 2 diabetes	display_name	Hypertension and type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0C3AFF8A8F516B273F9F	type-2 diabetes accompanied with coronary heart diseases	aliases	type-2 diabetes accompanied with coronary heart diseases	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0C3AFF8A8F516B273F9F	type-2 diabetes accompanied with coronary heart diseases	display_name	type-2 diabetes accompanied with coronary heart diseases	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0C889301FC61A1E83ADD	postmenopausal type 2 diabetes mellitus	aliases	postmenopausal type 2 diabetes mellitus	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0C889301FC61A1E83ADD	postmenopausal type 2 diabetes mellitus	display_name	postmenopausal type 2 diabetes mellitus	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0CC9DAEC6EA387379D3D	patients with type 2 diabetes hospitalized due to poor glycemic control	aliases	patients with type 2 diabetes hospitalized due to poor glycemic control	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0CC9DAEC6EA387379D3D	patients with type 2 diabetes hospitalized due to poor glycemic control	display_name	patients with type 2 diabetes hospitalized due to poor glycemic control	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0CE8ACDA4EF71F13DD6B	rat model of type 2 diabetes mellitus	aliases	rat model of type 2 diabetes mellitus	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0CE8ACDA4EF71F13DD6B	rat model of type 2 diabetes mellitus	display_name	rat model of type 2 diabetes mellitus	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0E2F82E290F540215526	type 2 diabetes complicated with peripheral artery disease	aliases	type 2 diabetes complicated with peripheral artery disease	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0E2F82E290F540215526	type 2 diabetes complicated with peripheral artery disease	display_name	type 2 diabetes complicated with peripheral artery disease	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0E735ECC7672A05E5108	chronic periodontitis and type 2 diabetes mellitus	aliases	chronic periodontitis and type 2 diabetes mellitus	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0E735ECC7672A05E5108	chronic periodontitis and type 2 diabetes mellitus	display_name	chronic periodontitis and type 2 diabetes mellitus	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0EAB1BA1E901C5F70477	development of type 2 diabetes mellitus	aliases	development of type 2 diabetes mellitus	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0EAB1BA1E901C5F70477	development of type 2 diabetes mellitus	display_name	development of type 2 diabetes mellitus	normalized_substring
target	type 1 diabetes	type 1 diabetes	ENT_0EC3B557754BDC40DE95	vascular complications of type 1 diabetes	aliases	vascular complications of type 1 diabetes	normalized_substring
target	type 1 diabetes	type 1 diabetes	ENT_0EC3B557754BDC40DE95	vascular complications of type 1 diabetes	display_name	vascular complications of type 1 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0EE52779AFA37365B901	type 2 diabetes mellitus complicated with nonalcoholic fatty liver disease	aliases	type 2 diabetes mellitus complicated with nonalcoholic fatty liver disease	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0EE52779AFA37365B901	type 2 diabetes mellitus complicated with nonalcoholic fatty liver disease	display_name	type 2 diabetes mellitus complicated with nonalcoholic fatty liver disease	normalized_substring
target	type 1 diabetes	type 1 diabetes	ENT_0F162F1F43BF56815045	pathogenesis of type 1 diabetes mellitus	aliases	pathogenesis of type 1 diabetes mellitus	normalized_substring
target	type 1 diabetes	type 1 diabetes	ENT_0F162F1F43BF56815045	pathogenesis of type 1 diabetes mellitus	display_name	pathogenesis of type 1 diabetes mellitus	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0F180A3D7796A1BB6675	type 2 diabetes accompanied with hypertension	aliases	type 2 diabetes accompanied with hypertension	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0F180A3D7796A1BB6675	type 2 diabetes accompanied with hypertension	display_name	type 2 diabetes accompanied with hypertension	normalized_substring
target	gestational diabetes	gestational diabetes	ENT_0F35D2817A1C1FAF1611	women with gestational diabetes	aliases	women with gestational diabetes	normalized_substring
target	gestational diabetes	gestational diabetes	ENT_0F35D2817A1C1FAF1611	women with gestational diabetes	display_name	women with gestational diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0F5387BC4A0E11594D3B	increased incidence of type 2 diabetes	aliases	increased incidence of type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0F5387BC4A0E11594D3B	increased incidence of type 2 diabetes	display_name	increased incidence of type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0F7F95879D5C41B00682	streptozotocin-induced type 2 diabetes	aliases	streptozotocin-induced type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0F7F95879D5C41B00682	streptozotocin-induced type 2 diabetes	display_name	streptozotocin-induced type 2 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0FF539901C686D9DFFB2	type 2 diabetes mellitus complicated by coronary heart disease	aliases	type 2 diabetes mellitus complicated by coronary heart disease	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0FF539901C686D9DFFB2	type 2 diabetes mellitus complicated by coronary heart disease	display_name	type 2 diabetes mellitus complicated by coronary heart disease	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0FF7DE7F917A48FAAE60	type 2 diabetes mellitus and chronic heart failure	aliases	type 2 diabetes mellitus and chronic heart failure	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_0FF7DE7F917A48FAAE60	type 2 diabetes mellitus and chronic heart failure	display_name	type 2 diabetes mellitus and chronic heart failure	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_1029C1F265FD0EF4ECB4	type 2 diabetes mellitus platelets	aliases	type 2 diabetes mellitus platelets	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_1029C1F265FD0EF4ECB4	type 2 diabetes mellitus platelets	display_name	type 2 diabetes mellitus platelets	normalized_substring
target	type 1 diabetes	type 1 diabetes	ENT_102E93F3F2C107B7E8FB	Initiation of type 1 diabetes	aliases	Initiation of type 1 diabetes	normalized_substring
target	type 1 diabetes	type 1 diabetes	ENT_102E93F3F2C107B7E8FB	Initiation of type 1 diabetes	display_name	Initiation of type 1 diabetes	normalized_substring
target	type 2 diabetes	type 2 diabetes	ENT_105F1657D0E9701824DF	patients who debuted with type 2 diabetes mellitus	aliases	patients who debuted with type 2 diabetes mellitus	normalized_substring
